Dates,CCMP(Eq),RTY(Eq),TRAN(Eq),NKY(Eq),XAGUSD(Cm),HG1(Cm),JO1(Cm),USGG3Y(B),GUKG10(B),GJGB10(B)
2010-02-04,2125.43,589.68,3813.91,10355.98,15.26,287.9,137.25,1.31,3.9,1.39
2010-02-05,2141.12,592.98,3822.2,10057.09,15.17,285.75,133.95,1.26,3.88,1.37
2010-02-08,2126.05,586.49,3792.89,9951.82,15,291.3,134.25,1.25,3.95,1.37
2010-02-09,2150.87,595.17,3869.88,9932.9,15.46,298.7,137.65,1.33,3.96,1.35
2010-02-10,2147.87,595.82,3856.14,9963.99,15.22,298.9,136.95,1.43,3.93,1.34
2010-02-11,2177.41,605.46,3923.16,9963.99,15.66,313.35,134.3,1.42,4.02,1.34
2010-02-12,2183.53,610.72,3917.56,10092.19,15.53,308.25,135.35,1.39,4.04,1.34
2010-02-15,2183.53,610.72,3917.56,10013.3,15.56,308.25,135.35,1.39,4.06,1.33
2010-02-16,2214.19,620.84,3997.86,10034.25,16.14,322.15,138.3,1.35,4.04,1.33
2010-02-17,2226.29,624.83,4007.62,10306.83,15.88,323.95,137.9,1.42,4.03,1.33
2010-02-18,2241.71,629.32,4005.89,10335.69,15.86,328.55,138.3,1.5,4.1,1.33
2010-02-19,2243.87,631.62,4060.52,10123.58,16.32,335.7,136.7,1.49,4.17,1.34
2010-02-22,2242.03,632.25,4090.99,10400.47,16.25,330.65,136.15,1.48,4.23,1.35
2010-02-23,2213.44,625.07,4065.82,10352.1,15.84,321.6,138.25,1.41,4.17,1.34
2010-02-24,2235.9,630.43,4095.79,10198.83,15.97,323.6,137.3,1.4,4.08,1.33
2010-02-25,2234.22,630.46,4113.81,10101.96,16.09,319.25,138.35,1.35,4.03,1.31
2010-02-26,2238.26,628.56,4134.57,10126.03,16.48,326.85,143.65,1.33,4.03,1.31
2010-03-01,2273.57,642.65,4169.44,10172.06,16.46,333.3,150.6,1.32,4.08,1.32
2010-03-02,2280.79,648.31,4149.07,10221.84,16.92,339.55,151.15,1.3,4.02,1.3
2010-03-03,2280.68,649.26,4148.07,10253.14,17.2,341.9,151.25,1.32,4.03,1.34
2010-03-04,2292.31,652.47,4160.18,10145.72,17.13,336.05,152.2,1.35,4,1.34
2010-03-05,2326.35,666.02,4195.84,10368.96,17.36,340.25,152.7,1.4,4.06,1.32
2010-03-08,2332.21,667.11,4214.14,10585.92,17.25,339.65,150.9,1.41,4.1,1.33
2010-03-09,2340.68,669.63,4269.16,10567.65,17.26,339.8,149.15,1.37,4.05,1.31
2010-03-10,2358.95,674.93,4295.72,10563.92,17.03,335.5,149.55,1.46,4.08,1.31
2010-03-11,2368.46,677.22,4320.38,10664.95,17.17,336.6,153.1,1.5,4.15,1.33
2010-03-12,2367.66,676.59,4325.35,10751.26,17.07,336.95,151.85,1.5,4.1,1.35
2010-03-15,2362.21,674.41,4331.26,10751.98,17.12,330.7,151.65,1.49,4.06,1.35
2010-03-16,2378.01,679.58,4374.12,10721.71,17.46,335.7,150.4,1.46,4.03,1.35
2010-03-17,2389.09,683.98,4378.41,10846.98,17.48,341,148.5,1.47,4.01,1.36
2010-03-18,2391.28,681.61,4422.5,10744.03,17.41,338.75,144.1,1.51,3.98,1.37
2010-03-19,2374.41,673.89,4373.73,10824.72,16.99,336.45,145.55,1.56,3.96,1.37
2010-03-22,2395.4,682.91,4381.31,10824.72,16.98,337.25,144.55,1.52,3.92,1.37
2010-03-23,2415.24,690.3,4410.39,10774.15,17.04,336.95,142.5,1.54,3.92,1.36
2010-03-24,2398.76,683.68,4362.06,10815.03,16.58,333.65,142.1,1.66,3.98,1.35
2010-03-25,2397.41,679.1,4334.55,10828.85,16.62,337.1,141.15,1.66,4.04,1.37
2010-03-26,2395.13,678.97,4339.91,10996.37,16.9,339.3,136.2,1.61,4.04,1.39
2010-03-29,2404.36,682.25,4376.74,10986.47,17.38,352.95,135,1.62,3.98,1.41
2010-03-30,2410.69,683.94,4388.35,11097.14,17.29,356.35,135.4,1.62,3.99,1.4
2010-03-31,2397.96,678.64,4374.62,11089.94,17.48,355.35,135.3,1.57,3.94,1.4
2010-04-01,2402.58,683.98,4392.48,11244.4,17.93,358.4,135.35,1.6,3.92,1.36
2010-04-02,2402.58,683.98,4392.48,11286.09,17.82,358.4,135.35,1.67,3.92,1.36
2010-04-05,2429.53,697.65,4415.41,11339.3,18.09,363.15,135.7,1.74,3.92,1.39
2010-04-06,2436.81,701.48,4431.42,11282.32,17.94,361.7,133.4,1.7,4.01,1.41
2010-04-07,2431.16,699.46,4395.99,11292.83,18.18,359.75,130.35,1.66,4.06,1.41
2010-04-08,2436.81,699.64,4456.7,11168.2,18.11,358.65,126.5,1.69,4.01,1.39
2010-04-09,2454.05,702.95,4507.65,11204.34,18.41,359,129.8,1.69,4.05,1.39
2010-04-12,2457.87,705.06,4520.7,11251.9,18.25,356.45,130.4,1.65,4.05,1.41
2010-04-13,2465.99,707.03,4536.66,11161.23,18.23,360.05,130.7,1.65,4.02,1.39
2010-04-14,2504.86,722.4,4645.03,11204.9,18.46,361.05,130.9,1.66,4.03,1.38
2010-04-15,2515.69,724.21,4724.93,11273.79,18.42,360.05,131,1.61,4.04,1.37
2010-04-16,2481.26,714.62,4645.75,11102.18,17.74,351.45,130.3,1.54,3.98,1.35
2010-04-19,2480.11,711.4,4608.59,10908.77,17.75,349.7,133.2,1.58,3.99,1.32
2010-04-20,2500.31,721.55,4656.24,10900.68,17.86,351.35,136.95,1.61,4.02,1.33
2010-04-21,2504.61,726.19,4670.47,11090.05,18.1,353.5,137.6,1.58,4.02,1.34
2010-04-22,2519.07,734.31,4706.57,10949.09,17.99,348.65,132.85,1.62,3.99,1.32
2010-04-23,2530.15,741.92,4751.33,10914.46,18.33,351.3,134.35,1.66,4.04,1.32
2010-04-26,2522.95,738.86,4756.35,11165.79,18.3,352.8,134.85,1.65,4,1.33
2010-04-27,2471.47,721.27,4637.6,11212.66,18.18,336.35,134.4,1.53,3.96,1.32
2010-04-28,2471.73,722.39,4657.75,10924.79,18.1,336.85,134.9,1.59,3.94,1.29
2010-04-29,2511.92,737.74,4762.71,10924.79,18.48,333.35,134.35,1.54,3.95,1.29
2010-04-30,2461.19,716.6,4670.92,11057.4,18.64,333.75,134.35,1.48,3.85,1.29
2010-05-03,2498.74,732.82,4806.01,11057.4,18.8,327.85,134.4,1.52,3.91,1.29
2010-05-04,2424.25,709.71,4621.14,11057.4,17.86,316.45,134.35,1.47,3.84,1.29
2010-05-05,2402.29,698.57,4557.09,11057.4,17.48,313.8,133.25,1.38,3.82,1.29
2010-05-06,2319.64,672.23,4412.12,10695.69,17.7,310.35,132.2,1.28,3.8,1.28
2010-05-07,2265.64,653,4298.12,10364.59,18.36,313.1,132.5,1.29,3.83,1.28
2010-05-10,2374.67,689.61,4535.83,10530.7,18.52,321.5,137.05,1.37,3.92,1.31
2010-05-11,2375.31,695.48,4561.05,10411.1,19.31,319.4,141.85,1.33,3.89,1.32
2010-05-12,2425.02,716.11,4657.86,10394.03,19.55,317.6,140.95,1.4,3.85,1.31
2010-05-13,2394.36,709.85,4573.77,10620.55,19.43,321.95,142.95,1.36,3.84,1.32
2010-05-14,2346.85,693.98,4487.73,10462.51,19.34,312.3,142.6,1.29,3.75,1.31
2010-05-17,2354.23,695.71,4479.08,10235.76,18.91,292.3,142.85,1.31,3.74,1.29
2010-05-18,2317.26,682.75,4420.38,10242.64,19.04,302.25,144.5,1.2,3.75,1.31
2010-05-19,2298.37,674.4,4374.84,10186.84,18.23,295,146.3,1.26,3.66,1.3
2010-05-20,2204.01,640.04,4160.51,10030.31,17.66,293.55,145.25,1.16,3.56,1.27
2010-05-21,2229.04,649.29,4241.59,9784.54,17.66,305.15,146.7,1.2,3.55,1.25
2010-05-24,2213.55,641.21,4199.52,9758.4,17.91,313.65,144.9,1.17,3.55,1.26
2010-05-25,2210.95,640.02,4199.57,9459.89,17.95,303.35,139.4,1.2,3.47,1.22
2010-05-26,2195.88,642.62,4247.28,9522.66,18.07,307.15,139.6,1.25,3.56,1.22
2010-05-27,2277.68,670.51,4381.98,9639.72,18.52,315.85,141.2,1.35,3.61,1.26
2010-05-28,2257.04,661.61,4336.06,9762.98,18.39,310.45,142.9,1.23,3.58,1.26
2010-05-31,2257.04,661.61,4336.06,9768.7,18.57,310.45,142.9,1.23,3.58,1.27
2010-06-01,2222.33,640.96,4232.78,9711.83,18.44,306.3,138.95,1.21,3.58,1.25
2010-06-02,2281.07,660.53,4364.63,9603.24,18.36,304.05,139.55,1.27,3.55,1.28
2010-06-03,2303.03,667.37,4380.81,9914.19,18,294.65,139.45,1.27,3.58,1.29
2010-06-04,2219.17,633.97,4157.17,9901.19,17.45,281.95,136.2,1.16,3.51,1.28
2010-06-07,2173.9,618.49,4037.98,9520.8,18.17,276.6,136.75,1.13,3.49,1.23
2010-06-08,2170.57,617.69,4089.7,9537.94,18.29,277.95,138.3,1.17,3.47,1.24
2010-06-09,2158.85,618.29,4093.11,9439.13,18.14,285,137.85,1.18,3.53,1.21
2010-06-10,2218.71,639.79,4271.11,9542.65,18.23,286.25,140.25,1.28,3.56,1.21
2010-06-11,2243.6,649,4319.88,9705.25,18.24,290.4,141.65,1.22,3.46,1.24
2010-06-14,2243.96,652.27,4342.09,9879.85,18.23,299.2,143.65,1.22,3.55,1.24
2010-06-15,2305.88,668.77,4467.25,9887.89,18.57,300.45,143.15,1.24,3.55,1.24
2010-06-16,2305.93,666.13,4419.26,10067.15,18.47,299.55,142.7,1.22,3.54,1.25
2010-06-17,2307.16,665.85,4427.85,9999.4,18.72,290.55,142.25,1.18,3.48,1.23
2010-06-18,2309.8,666.92,4433.6,9995.02,19.18,288.4,142.5,1.2,3.54,1.21
2010-06-21,2289.09,660.03,4433.6,10238.01,18.74,294.2,140.5,1.2,3.51,1.22
2010-06-22,2261.8,645.91,4262.68,10112.89,18.82,299.2,139.95,1.15,3.46,1.2
2010-06-23,2254.23,644.25,4265.81,9923.7,18.54,293.55,140.75,1.1,3.44,1.18
2010-06-24,2217.42,633.17,4207,9928.34,18.71,300.55,141.6,1.1,3.39,1.15
2010-06-25,2223.48,645.11,4241.2,9737.48,19.09,309.55,142.9,1.06,3.38,1.15
2010-06-28,2220.65,641.54,4211.01,9693.94,18.77,307.15,142.5,1.01,3.38,1.16
2010-06-29,2135.18,615.96,4041.49,9570.67,18.5,291.55,143.5,0.96,3.39,1.12
2010-06-30,2109.24,609.49,4007.84,9382.64,18.62,293.6,148.25,0.96,3.36,1.09
2010-07-01,2101.36,604.76,4022.3,9191.6,17.79,286.5,149.65,1,3.32,1.07
2010-07-02,2091.79,598.97,3932.4,9203.71,17.86,290.4,151.2,1.01,3.35,1.1
2010-07-05,2091.79,598.97,3932.4,9266.78,17.83,290.4,151.2,1.01,3.32,1.12
2010-07-06,2093.88,590.03,3906.23,9338.04,17.84,296,147.35,0.97,3.35,1.14
2010-07-07,2159.47,611.66,4058.62,9279.65,18.04,300.55,145.75,0.98,3.36,1.15
2010-07-08,2175.4,620.27,4118.05,9535.74,17.97,300.7,138.15,1,3.37,1.15
2010-07-09,2196.45,629.43,4160.9,9585.32,18.14,304.45,137.5,1.01,3.33,1.16
2010-07-12,2198.36,621.61,4164.09,9548.11,17.95,299.95,138.35,1.03,3.34,1.13
2010-07-13,2242.03,642.82,4247,9537.23,18.25,300.95,141.65,1.1,3.38,1.14
2010-07-14,2249.84,640.16,4277.42,9795.24,18.31,300.1,138.85,1.02,3.4,1.15
2010-07-15,2249.08,634.62,4256.16,9685.53,18.35,300.5,138.1,0.99,3.38,1.09
2010-07-16,2179.05,610.39,4119,9408.36,17.86,292.35,140.15,0.92,3.33,1.1
2010-07-19,2198.23,613.08,4131.27,9408.36,17.59,293.25,141.25,0.94,3.35,1.1
2010-07-20,2222.49,624.24,4202.7,9300.46,17.7,299.75,141.85,0.93,3.35,1.1
2010-07-21,2187.33,612.64,4143.1,9278.83,17.66,308.7,143.4,0.89,3.35,1.1
2010-07-22,2245.89,635.48,4303.25,9220.88,18.09,316.05,144.05,0.91,3.36,1.07
2010-07-23,2269.47,650.65,4369.71,9430.96,18.11,318.5,145.65,0.94,3.44,1.08
2010-07-26,2296.43,665.22,4482.09,9503.66,18.18,322.5,145.8,0.95,3.45,1.07
2010-07-27,2288.25,662.17,4423.5,9496.85,17.66,320.5,146.7,1.01,3.52,1.06
2010-07-28,2264.56,650.76,4420.32,9753.27,17.49,324,145.5,0.93,3.49,1.1
2010-07-29,2251.69,650.43,4415.02,9696.02,17.61,329,146.2,0.88,3.41,1.09
2010-07-30,2254.7,650.89,4422.94,9537.3,18.01,331.15,146.6,0.82,3.33,1.07
2010-08-02,2295.36,661.86,4504.3,9570.31,18.37,338.95,148.3,0.84,3.35,1.06
2010-08-03,2283.52,655.66,4443.48,9694.01,18.39,335.85,148.2,0.78,3.28,1.04
2010-08-04,2303.57,662.96,4507.2,9489.34,18.29,340.45,144.8,0.83,3.29,1.01
2010-08-05,2293.06,655.07,4491.63,9653.92,18.35,335.35,145.95,0.79,3.24,1.04
2010-08-06,2288.47,650.68,4457.26,9642.12,18.47,334.3,144,0.75,3.22,1.06
2010-08-09,2305.69,659.52,4516.35,9572.49,18.34,335.4,144.25,0.79,3.24,1.03
2010-08-10,2277.17,646.36,4452.13,9551.05,18.33,331.25,138.95,0.75,3.26,1.04
2010-08-11,2208.63,620.39,4262.24,9292.85,17.9,325.4,138.05,0.78,3.14,1.02
2010-08-12,2190.27,616.98,4236.96,9212.59,18.07,328.4,138.5,0.82,3.12,1.01
2010-08-13,2173.48,609.49,4201.81,9253.46,18.15,325.2,137.95,0.8,3.12,0.99
2010-08-16,2181.87,615.11,4205.32,9196.67,18.4,327.95,134.5,0.75,3.04,0.96
2010-08-17,2209.44,626.3,4300.24,9161.68,18.52,333.85,136.85,0.77,3.06,0.95
2010-08-18,2215.7,628.04,4320.05,9240.54,18.37,334.95,135.55,0.77,3.03,0.92
2010-08-19,2178.95,610.96,4216.82,9362.68,18.3,331.85,134.3,0.74,3.01,0.94
2010-08-20,2179.76,610.78,4209.28,9179.38,18.01,329.1,134.8,0.77,2.98,0.94
2010-08-23,2159.63,602.67,4160.79,9116.69,18,329.15,133.75,0.74,2.97,0.95
2010-08-24,2123.76,595.59,4082.51,8995.14,18.37,324.1,136.55,0.7,2.88,0.93
2010-08-25,2141.54,604.87,4091.82,8845.39,18.93,321.1,136.35,0.76,2.84,0.91
2010-08-26,2118.69,599.76,4093.5,8906.48,18.94,330.45,134.1,0.74,2.89,0.95
2010-08-27,2153.63,616.76,4184.9,8991.06,19.09,336.3,134.5,0.81,2.9,1.01
2010-08-30,2119.97,601.72,4111.13,9149.26,19.02,341.3,137.6,0.73,2.9,1.03
2010-08-31,2114.03,602.06,4122.63,8824.06,19.37,336.1,137.6,0.7,2.83,0.97
2010-09-01,2176.84,624.99,4283.41,8927.02,19.36,346.85,142,0.73,2.93,1.03
2010-09-02,2200.01,632.26,4342.03,9062.84,19.65,348.8,142.4,0.74,2.96,1.12
2010-09-03,2233.75,643.36,4387.4,9114.13,19.85,349.35,139.05,0.79,3.01,1.15
2010-09-06,2233.75,643.36,4387.4,9301.32,19.95,349.35,139.05,0.79,2.98,1.2
2010-09-07,2208.89,629.29,4341.42,9226,19.79,346.35,142.05,0.73,2.91,1.15
2010-09-08,2228.87,634.25,4400.4,9024.6,19.91,349.05,142.55,0.8,2.99,1.14
2010-09-09,2236.2,634.62,4388.07,9098.39,19.7,343.35,150.1,0.88,3.05,1.13
2010-09-10,2242.48,636.46,4401.18,9239.17,19.89,339.7,147.65,0.89,3.13,1.16
2010-09-13,2285.71,652.28,4447.44,9321.82,20.05,347.15,146.05,0.83,3.12,1.16
2010-09-14,2289.77,649.23,4450.73,9299.31,20.48,345.95,146.5,0.78,3.06,1.14
2010-09-15,2301.32,652.51,4474.17,9516.56,20.58,345.8,148.1,0.77,3.08,1.05
2010-09-16,2303.25,647.81,4429.08,9509.5,20.79,348.3,148.4,0.76,3.14,1.05
2010-09-17,2315.61,651.44,4433.66,9626.09,20.76,351.35,149.9,0.74,3.13,1.08
2010-09-20,2355.83,669.98,4475.12,9626.09,20.75,349.6,150.4,0.73,3.15,1.08
2010-09-21,2349.35,664.66,4511.27,9602.11,20.97,347.45,159.7,0.65,3.12,1.06
2010-09-22,2334.55,656.71,4467.64,9566.32,21.15,355.85,162.3,0.68,2.97,1.03
2010-09-23,2327.08,648.84,4382.93,9566.32,21.13,358.5,157.1,0.66,2.95,1.04
2010-09-24,2381.22,671.01,4515.01,9471.67,21.46,361.35,158.2,0.69,3.04,1.01
2010-09-27,2369.77,668.29,4508.71,9603.14,21.44,359.35,158.55,0.65,2.97,1
2010-09-28,2379.59,675.43,4531.19,9495.76,21.74,363.4,155.85,0.63,2.93,0.97
2010-09-29,2376.56,677.64,4543.97,9559.38,21.92,366.15,152.25,0.64,2.91,0.93
2010-09-30,2368.62,676.14,4522.32,9369.35,21.76,365.15,156.95,0.63,2.95,0.94
2010-10-01,2370.75,679.29,4509.08,9404.23,22.11,369.05,155.65,0.62,2.97,0.97
2010-10-04,2344.52,669.45,4453.92,9381.06,21.95,366.4,154.65,0.61,2.93,0.95
2010-10-05,2399.83,689.35,4576.47,9518.76,22.84,372.65,158.5,0.58,2.97,0.92
2010-10-06,2380.66,685.33,4583.57,9691.43,23.18,375.3,150.45,0.55,2.9,0.85
2010-10-07,2383.67,684.23,4576.64,9684.81,22.52,367.95,151.2,0.52,2.93,0.87
2010-10-08,2401.91,693.82,4628.39,9588.88,23.21,377.45,153.75,0.52,2.87,0.87
2010-10-11,2402.33,693.46,4630.74,9588.88,23.3,378.95,150.05,0.52,2.88,0.88
2010-10-12,2417.92,696.04,4611.4,9388.64,23.33,378.95,150.7,0.56,2.85,0.86
2010-10-13,2441.23,706.47,4731.44,9403.51,24.01,382.05,148.4,0.57,2.88,0.88
2010-10-14,2435.38,704.69,4705.17,9583.51,24.65,381.55,141.1,0.61,2.88,0.89
2010-10-15,2468.77,703.16,4694.78,9500.25,24.32,383.9,145.85,0.59,2.95,0.89
2010-10-18,2480.66,710.13,4713,9498.49,24.33,385.5,147,0.56,2.96,0.88
2010-10-19,2436.95,694.15,4647.28,9539.45,23.37,375.75,148.55,0.54,3,0.89
2010-10-20,2457.39,702.11,4749.38,9381.6,23.95,379.35,146.45,0.52,2.99,0.9
2010-10-21,2459.67,698.12,4735.57,9376.48,23.2,378.15,144.9,0.52,2.94,0.89
2010-10-22,2479.39,703.43,4754.97,9426.71,23.29,379.7,147.75,0.53,2.95,0.9
2010-10-25,2490.85,707.89,4774.86,9401.16,23.65,386.3,149.25,0.54,2.92,0.9
2010-10-26,2497.29,706.93,4779.72,9377.38,23.88,386.9,149.9,0.59,3.06,0.91
2010-10-27,2503.26,704.23,4737.19,9387.03,23.59,377.55,152.1,0.62,3.15,0.96
2010-10-28,2507.37,701.03,4734.18,9366.03,23.99,378.75,156.3,0.54,3.15,0.92
2010-10-29,2507.41,703.35,4754.29,9202.45,24.75,373.35,161.7,0.49,3.08,0.94
2010-11-01,2504.84,698.56,4756.92,9154.72,24.7,378.5,160.4,0.49,3.05,0.96
2010-11-02,2533.52,712.89,4818.62,9159.98,24.93,383.9,165.5,0.49,3.03,0.95
2010-11-03,2540.27,715.14,4861.81,9159.98,24.86,378.5,165.4,0.47,3,0.95
2010-11-04,2577.34,733.46,4923.79,9358.78,26.3,391.2,165.65,0.44,2.95,0.93
2010-11-05,2578.98,736.59,4923.4,9625.99,26.74,394.85,162.25,0.51,2.98,0.94
2010-11-08,2580.05,736.77,4924.46,9732.92,27.75,395.65,158.85,0.54,3.01,0.96
2010-11-09,2562.98,725.98,4836.78,9694.49,26.93,404.3,161.55,0.64,3.03,0.98
2010-11-10,2578.78,734.87,4851.25,9830.52,27.28,396.9,158,0.62,3.16,1
2010-11-11,2555.52,731.58,4856.84,9861.46,27.69,402.25,156.4,0.63,3.16,1.01
2010-11-12,2518.21,719.27,4806.83,9724.81,26.07,389.35,156,0.74,3.2,1
2010-11-15,2513.82,719.94,4820.46,9827.51,25.47,392.5,157.5,0.84,3.27,1.06
2010-11-16,2469.84,705.34,4749.99,9797.1,25.46,372.75,152.65,0.78,3.29,1.04
2010-11-17,2476.01,707.77,4759.66,9811.66,25.65,372.95,151.95,0.76,3.27,1.07
2010-11-18,2514.4,720.84,4839.96,10013.63,26.98,383.1,152.85,0.76,3.4,1.12
2010-11-19,2518.12,724.36,4873.44,10022.39,27.31,383.35,151.65,0.78,3.39,1.07
2010-11-22,2532.02,727.33,4857.79,10115.19,27.87,375.15,153.7,0.7,3.33,1.13
2010-11-23,2494.95,719.93,4779,10115.19,27.51,370.25,152.55,0.69,3.26,1.14
2010-11-24,2543.12,736.53,4911.38,10030.11,27.59,375.55,152.55,0.79,3.33,1.13
2010-11-25,2543.12,736.53,4911.38,10079.76,27.58,375.55,152.55,0.79,3.36,1.16
2010-11-26,2534.56,732.73,4879.25,10039.56,26.73,375.1,151.35,0.77,3.35,1.2
2010-11-29,2525.22,731.95,4896.24,10125.99,27.13,375.8,150.2,0.75,3.34,1.18
2010-11-30,2498.23,727.01,4855.78,9937.04,28.1,382.3,149.2,0.7,3.23,1.19
2010-12-01,2549.43,743.14,4971.57,9988.05,28.45,394.6,152.75,0.82,3.36,1.15
2010-12-02,2579.35,751.2,5037.57,10168.52,28.52,397.7,155.45,0.84,3.4,1.21
2010-12-03,2591.46,756.42,5068.81,10178.32,29.39,399.5,156.8,0.77,3.41,1.22
2010-12-06,2594.92,760.86,5050.92,10167.23,30.15,400.4,164.45,0.69,3.4,1.17
2010-12-07,2598.49,764.43,5059.98,10141.1,28.67,404.4,160.7,0.82,3.46,1.18
2010-12-08,2609.16,764.04,5039.97,10232.33,28.39,409.45,166,0.98,3.55,1.25
2010-12-09,2616.67,767.63,5083.67,10285.88,28.73,408.15,162.45,0.99,3.49,1.27
2010-12-10,2637.54,776.83,5099.38,10211.95,28.69,410.5,160.6,1.04,3.52,1.21
2010-12-13,2624.91,772.1,5054.75,10293.89,29.53,419.95,166.95,0.97,3.55,1.26
2010-12-14,2627.72,771.66,5037.07,10316.77,29.47,420.15,160.05,1.07,3.61,1.26
2010-12-15,2617.22,768.36,5019.8,10309.78,28.8,412.65,156,1.1,3.62,1.27
2010-12-16,2637.31,776.56,5087.3,10311.29,28.88,411.05,156.15,1.04,3.63,1.28
2010-12-17,2642.97,779.51,5051.32,10303.83,29.15,415.3,156.6,0.99,3.56,1.2
2010-12-20,2649.56,782.3,5042.09,10216.41,29.36,420.05,158.5,1,3.48,1.19
2010-12-21,2667.61,790.52,5095.13,10370.53,29.35,427.05,161.95,1,3.51,1.18
2010-12-22,2671.48,790.59,5098.82,10346.48,29.22,426.9,167.65,1.05,3.5,1.15
2010-12-23,2665.6,788.96,5078.92,10346.48,29.31,425.2,169.1,1.09,3.5,1.15
2010-12-24,2665.6,788.96,5078.92,10279.19,29.12,425.2,169.1,1.09,3.51,1.16
2010-12-27,2667.27,792.35,5095.69,10355.99,29.27,427.5,174,1.07,3.5,1.17
2010-12-28,2662.88,789.46,5090.43,10292.63,30.29,432.4,170.3,1.16,3.51,1.14
2010-12-29,2666.93,790.26,5104.46,10344.54,30.6,430.9,170.5,1.02,3.57,1.17
2010-12-30,2662.98,789.74,5108.6,10228.92,30.45,436.25,170.25,1.05,3.47,1.13
2010-12-31,2652.87,783.65,5106.75,10228.92,30.91,444.7,172.35,0.99,3.4,1.13
2011-01-03,2691.52,798.56,5174.93,10228.92,30.71,445.75,180.3,1,3.4,1.13
2011-01-04,2681.25,785.83,5139,10398.1,29.76,436.9,177.55,1.01,3.46,1.17
2011-01-05,2702.2,795.09,5154.59,10380.77,29.25,440.8,181.95,1.13,3.55,1.16
2011-01-06,2709.89,791.42,5143.97,10529.76,29.09,432.95,183.35,1.07,3.53,1.22
2011-01-07,2703.17,787.83,5178.45,10541.04,28.67,428.25,188.6,0.98,3.51,1.21
2011-01-10,2707.8,791.59,5208.18,10541.04,29.1,426.45,185.55,0.95,3.51,1.21
2011-01-11,2716.83,794.76,5172.14,10510.68,29.52,434.9,178.95,0.97,3.55,1.2
2011-01-12,2737.33,801.37,5212.6,10512.8,29.68,441.15,177.8,1.03,3.64,1.18
2011-01-13,2735.29,800.65,5229.47,10589.76,28.69,437.7,172.5,0.99,3.61,1.2
2011-01-14,2755.3,807.57,5228.3,10499.04,28.47,441.2,173.05,0.99,3.61,1.21
2011-01-17,2755.3,807.57,5228.3,10502.86,28.28,441.2,173.05,0.99,3.62,1.21
2011-01-18,2765.85,807.56,5221.65,10518.98,28.87,442.8,175.4,1,3.66,1.23
2011-01-19,2725.36,786.89,5129.33,10557.1,28.79,437,175,0.98,3.64,1.27
2011-01-20,2704.29,778.08,5080.82,10437.31,27.5,427.2,176,1.06,3.69,1.21
2011-01-21,2689.54,773.18,5045.62,10274.52,27.51,430.9,174,1.04,3.7,1.22
2011-01-24,2717.55,779.28,5076.52,10345.11,26.95,434.85,170.8,1.05,3.67,1.24
2011-01-25,2719.25,779.96,5050.59,10464.42,26.84,422.6,170.65,0.99,3.63,1.26
2011-01-26,2739.5,793.73,5106.75,10401.9,27.61,426.7,167.15,1.02,3.69,1.24
2011-01-27,2755.28,795.43,5135.31,10478.66,26.93,433.85,167.05,0.98,3.69,1.24
2011-01-28,2686.89,775.4,4994.87,10360.34,27.98,437.3,165.9,0.94,3.65,1.22
2011-01-31,2700.08,781.25,5025.11,10237.92,28.07,445.85,168.55,0.96,3.66,1.22
2011-02-01,2751.19,798.89,5126.09,10274.5,28.54,454.7,169.55,1.02,3.71,1.24
2011-02-02,2749.56,796.16,5026.67,10457.36,28.35,454.4,169.9,1.09,3.76,1.23
2011-02-03,2753.88,798.63,5047.35,10431.36,28.94,454.45,172.35,1.16,3.78,1.25
2011-02-04,2769.3,800.11,5055.67,10543.52,29.14,457.95,172.6,1.23,3.82,1.29
2011-02-07,2783.99,808.32,5070.71,10592.04,29.39,457.5,172.5,1.24,3.83,1.3
2011-02-08,2797.05,813.69,5085.07,10635.98,30.32,457.4,170.65,1.35,3.84,1.32
2011-02-09,2789.07,809.27,5096.19,10617.83,30.21,452.4,167.45,1.35,3.87,1.34
2011-02-10,2790.45,812.7,5167.67,10605.65,30.21,454.35,165.25,1.4,3.88,1.31
2011-02-11,2809.44,822.11,5235.51,10605.65,29.92,453.6,165.25,1.4,3.87,1.32
2011-02-14,2817.18,825.9,5217.9,10725.54,30.62,462.85,168.3,1.41,3.84,1.31
2011-02-15,2804.35,820.03,5231.04,10746.67,30.79,453.6,167.35,1.37,3.85,1.31
2011-02-16,2825.56,828.37,5285.52,10808.29,30.64,447,174.6,1.39,3.81,1.36
2011-02-17,2831.58,834.02,5298.1,10836.64,31.77,448.4,174.65,1.31,3.76,1.35
2011-02-18,2833.95,834.83,5296.2,10842.8,32.65,448.2,178.2,1.3,3.81,1.31
2011-02-21,2833.95,834.83,5296.2,10857.53,33.53,448.2,178.2,1.31,3.73,1.32
2011-02-22,2756.42,812.96,5093.23,10664.7,33.09,434.7,180.3,1.21,3.68,1.28
2011-02-23,2722.99,799.65,4986.21,10579.1,33.55,427.55,179.3,1.24,3.67,1.26
2011-02-24,2737.9,804.18,5008.45,10452.71,32.16,432.65,183.55,1.23,3.62,1.24
2011-02-25,2781.05,821.95,5060.37,10526.76,33.41,443.6,183.35,1.2,3.62,1.25
2011-02-28,2782.27,823.45,5084.9,10624.09,33.89,447.8,179.95,1.16,3.6,1.26
2011-03-01,2737.41,807.08,4956.59,10754.03,34.69,449.05,180.65,1.12,3.62,1.29
2011-03-02,2748.07,810.9,4987.78,10492.38,34.67,448,180.4,1.17,3.64,1.28
