Dates,CAC(Eq),SENSEX(Eq),SPTSX(Eq),DAX(Eq),SPGSCITR(Cm),XPTUSD(Cm),LMCADS03(Cm),USGG12M(B),GNZGB10(B),GDBR10(B)
2018-09-25,5479.1,36652.06,16159.5,12374.66,2836.7,823,6318,2.57,2.68,0.54
2018-09-26,5512.73,36542.27,16169.28,12385.89,2820.36,823,6282,2.57,2.68,0.53
2018-09-27,5540.41,36324.17,16204.62,12435.59,2829.64,810,6187,2.57,2.65,0.53
2018-09-28,5493.49,36227.14,16073.14,12246.73,2859.44,815,6258,2.56,2.61,0.47
2018-10-01,5506.82,36526.14,16104.43,12339.03,2917.35,823,6249,2.57,2.61,0.47
2018-10-02,5467.89,36526.14,16017.23,12287.58,2928.7,831,6280,2.57,2.61,0.42
2018-10-03,5491.4,35975.63,16072.05,12287.58,2956.02,825,6267,2.6,2.57,0.48
2018-10-04,5410.85,35169.16,16006.67,12244.14,2912.73,824,6290,2.61,2.62,0.53
2018-10-05,5359.36,34376.99,15946.17,12111.9,2908.43,822,6173,2.61,2.61,0.57
2018-10-08,5300.25,34474.38,15946.17,11947.16,2905.1,819,6178,2.61,2.64,0.53
2018-10-09,5318.55,34299.47,15854.05,11977.22,2923.19,825,6292,2.62,2.66,0.55
2018-10-10,5206.22,34760.89,15517.4,11712.5,2876.73,823,6239,2.65,2.66,0.55
2018-10-11,5106.37,34001.15,15317.13,11539.35,2820.67,840,6242,2.65,2.62,0.52
2018-10-12,5095.98,34733.58,15414.29,11523.81,2832.57,838,6302,2.65,2.65,0.5
2018-10-15,5095.07,34865.1,15409.47,11614.16,2852.44,842,6301,2.65,2.64,0.5
2018-10-16,5173.05,35162.48,15579.74,11776.55,2857,841,6215,2.65,2.69,0.49
2018-10-17,5144.95,34779.58,15529.9,11715.03,2817.68,832,6219,2.66,2.68,0.46
2018-10-18,5116.79,34779.58,15404.13,11589.21,2787.3,827,6157,2.65,2.69,0.42
2018-10-19,5084.66,34315.63,15470.1,11553.83,2798.8,830,6220,2.66,2.66,0.46
2018-10-22,5053.31,34134.38,15412.7,11524.34,2802.86,822,6242,2.66,2.66,0.45
2018-10-23,4967.69,33847.23,15285.17,11274.28,2736.49,832,6196,2.65,2.65,0.41
2018-10-24,4953.09,34033.96,14909.13,11191.63,2735.97,830,6179,2.62,2.63,0.4
2018-10-25,5032.3,33690.09,14924.08,11307.12,2743.16,827,6226,2.64,2.56,0.4
2018-10-26,4967.37,33349.31,14888.26,11200.62,2760.87,832,6160,2.61,2.54,0.35
2018-10-29,4989.35,34067.4,14721.75,11335.48,2745.65,832,6160,2.63,2.51,0.38
2018-10-30,4978.53,33891.13,14894.5,11287.39,2712.58,836,6032,2.64,2.52,0.37
2018-10-31,5093.44,34442.05,15027.28,11447.51,2692.36,836,5992,2.65,2.54,0.39
2018-11-01,5085.78,34431.97,15150.15,11468.54,2660.09,859,6090,2.65,2.57,0.4
2018-11-02,5102.13,35011.65,15119.28,11518.99,2658.6,868,6283,2.68,2.58,0.43
2018-11-05,5101.39,34950.92,15217.7,11494.96,2663.53,864,6191,2.67,2.63,0.43
2018-11-06,5075.19,34991.91,15292.71,11484.34,2638.2,869,6158,2.7,2.64,0.43
2018-11-07,5137.94,35237.68,15369.43,11579.1,2636.91,872,6153,2.74,2.74,0.45
2018-11-08,5131.45,35237.68,15357.47,11527.32,2610.93,864,6155,2.73,2.78,0.46
2018-11-09,5106.75,35158.55,15274.44,11529.16,2591.71,853,6056,2.73,2.8,0.41
2018-11-12,5059.09,34812.99,15156.4,11325.44,2594.57,840,6049,2.73,2.8,0.4
2018-11-13,5101.85,35144.49,15131.78,11472.22,2502.75,839,6073,2.72,2.79,0.41
2018-11-14,5068.85,35141.99,15133.12,11412.53,2540.55,835,6090,2.7,2.77,0.4
2018-11-15,5033.62,35260.54,15144.88,11353.67,2524,842,6184,2.69,2.75,0.36
2018-11-16,5025.2,35457.16,15155.5,11341,2538.22,846,6205,2.66,2.71,0.37
2018-11-19,4985.45,35774.88,15071.01,11244.54,2555.56,853,6259,2.65,2.69,0.37
2018-11-20,4924.89,35474.51,14877,11066.41,2456.67,842,6184,2.65,2.71,0.35
2018-11-21,4975.5,35199.8,15095.02,11244.17,2478.87,846,6235,2.66,2.71,0.38
2018-11-22,4938.14,34981.02,15091.58,11138.49,2478.87,847,6255,2.66,2.69,0.37
2018-11-23,4946.95,34981.02,15010.73,11192.69,2370.13,843,6207,2.66,2.67,0.34
2018-11-26,4994.98,35354.08,15012.65,11354.72,2396.06,843,6189,2.67,2.65,0.36
2018-11-27,4983.15,35513.14,14944.09,11309.11,2386.26,833,6121.5,2.68,2.64,0.35
2018-11-28,4983.24,35716.95,15171.25,11298.88,2375.73,824,6200,2.67,2.62,0.35
2018-11-29,5006.25,36170.41,15194.04,11298.23,2397.96,819,6212,2.67,2.58,0.32
2018-11-30,5003.92,36194.3,15197.82,11257.24,2388.63,798,6198.5,2.68,2.56,0.31
2018-12-03,5053.98,36241,15274.98,11465.46,2437.55,807,6295,2.7,2.58,0.31
2018-12-04,5012.66,36134.31,15063.59,11335.32,2451.22,804,6209,2.69,2.52,0.26
2018-12-05,4944.37,35884.41,15182.63,11200.24,2443.68,800,6175,2.69,2.48,0.28
2018-12-06,4780.46,35312.13,14937,10810.98,2396.42,790,6070,2.69,2.45,0.24
2018-12-07,4813.13,35673.25,14795.13,10788.09,2446.55,793,6145,2.68,2.45,0.25
2018-12-10,4742.38,34959.72,14728.28,10622.07,2401.09,784,6089,2.68,2.44,0.25
2018-12-11,4806.2,35150.01,14667.83,10780.51,2408.35,785,6168,2.69,2.45,0.23
2018-12-12,4909.45,35779.07,14783.06,10929.43,2398.62,803,6140,2.69,2.48,0.28
2018-12-13,4896.92,35929.64,14750.35,10924.7,2427.66,796,6155,2.68,2.51,0.29
2018-12-14,4853.7,35962.93,14595.07,10865.77,2387.69,787,6131.5,2.67,2.48,0.25
2018-12-17,4799.87,36270.07,14362.65,10772.2,2355.19,794,6123,2.65,2.47,0.26
2018-12-18,4754.08,36347.08,14416.89,10740.89,2281.21,790,5970,2.62,2.46,0.24
2018-12-19,4777.45,36484.33,14264.06,10766.21,2309.35,786,6015,2.62,2.44,0.24
2018-12-20,4692.46,36431.67,14141.77,10611.1,2245.69,795,6000,2.63,2.34,0.23
2018-12-21,4694.38,35742.07,13935.44,10633.82,2237.22,787,5991,2.62,2.39,0.25
2018-12-24,4626.39,35470.15,13780.19,10633.82,2161.04,785,5955.5,2.58,2.39,0.25
2018-12-25,4626.39,35470.15,13780.19,10633.82,2161.04,785,5955.5,2.58,2.39,0.25
2018-12-26,4626.39,35649.94,13780.19,10633.82,2237.43,797,5955.5,2.6,2.39,0.25
2018-12-27,4598.61,35807.28,14165.21,10381.51,2201.97,796,5986.5,2.58,2.4,0.23
2018-12-28,4678.74,36076.72,14222,10558.96,2206.88,790,5997,2.58,2.39,0.24
2018-12-31,4730.69,36068.33,14322.86,10558.96,2203.47,795,5965,2.6,2.37,0.24
2019-01-01,4730.69,36254.57,14322.86,10558.96,2203.47,795,5965,2.6,2.37,0.24
2019-01-02,4689.39,35891.52,14347.16,10580.19,2224.83,795,5842,2.59,2.37,0.17
2019-01-03,4611.49,35513.71,14212.75,10416.66,2244.37,797,5736,2.49,2.29,0.15
2019-01-04,4737.12,35695.1,14426.62,10767.69,2277.5,822,5918,2.56,2.33,0.21
2019-01-07,4719.17,35850.16,14504.13,10747.81,2292.07,821,5923,2.58,2.4,0.22
2019-01-08,4773.27,35980.93,14605.15,10803.98,2322.21,819,5906,2.6,2.4,0.23
2019-01-09,4813.58,36212.91,14804.73,10893.32,2385.5,825,5958,2.58,2.4,0.28
2019-01-10,4805.66,36106.5,14903.49,10921.59,2387.28,820,5930,2.59,2.33,0.26
2019-01-11,4781.34,36009.84,14939.18,10887.46,2369.53,810,5942,2.57,2.33,0.24
2019-01-14,4762.75,35853.56,14975.53,10855.91,2350.28,802,5897,2.57,2.29,0.23
2019-01-15,4786.17,36318.33,15046.28,10891.79,2378.42,799,5920,2.56,2.29,0.21
2019-01-16,4810.74,36321.29,15111.26,10931.24,2389.62,806,5970,2.56,2.27,0.22
2019-01-17,4794.37,36374.08,15211.22,10918.62,2388.47,810,5992,2.56,2.28,0.24
2019-01-18,4875.93,36386.61,15303.83,11205.54,2430.69,797,6052,2.58,2.32,0.26
2019-01-21,4867.78,36578.96,15354.16,11136.2,2430.69,796,5981,2.58,2.32,0.26
2019-01-22,4847.53,36444.64,15233.76,11090.11,2392.49,791,5935,2.59,2.33,0.24
2019-01-23,4840.38,36108.47,15208.33,11071.54,2387.66,794,5951.5,2.58,2.34,0.23
2019-01-24,4871.96,36195.1,15280.78,11130.18,2393.12,803,5922,2.57,2.34,0.18
2019-01-25,4925.82,36025.54,15366.05,11281.79,2411.17,818,6056,2.58,2.31,0.19
2019-01-28,4888.58,35656.7,15378.62,11210.31,2362.12,812,6002,2.59,2.31,0.21
2019-01-29,4928.18,35592.5,15463.14,11218.83,2396.58,814,6050,2.58,2.32,0.2
2019-01-30,4974.76,35591.25,15484.55,11181.66,2416.01,817,6136,2.57,2.32,0.19
2019-01-31,4992.72,36256.69,15540.6,11173.1,2401.54,822,6169,2.54,2.26,0.15
2019-02-01,5019.26,36469.43,15506.3,11180.66,2433.56,824,6139,2.56,2.2,0.17
2019-02-04,5000.19,36582.74,15602.32,11176.58,2430.33,820,6168,2.56,2.19,0.18
2019-02-05,5083.34,36616.81,15702.69,11367.98,2416.01,818,6233,2.55,2.21,0.17
2019-02-06,5079.05,36975.23,15712.31,11324.72,2426.71,806,6279,2.55,2.21,0.16
2019-02-07,4985.56,36971.09,15703.36,11022.02,2388.34,798,6246,2.53,2.14,0.12
2019-02-08,4961.64,36546.48,15633.33,10906.78,2394.56,800,6210,2.52,2.1,0.09
2019-02-11,5014.47,36395.03,15568.85,11014.59,2381.47,786,6150,2.54,2.12,0.12
2019-02-12,5056.35,36153.62,15642.1,11126.08,2401.46,791,6106,2.54,2.1,0.13
2019-02-13,5074.27,36034.11,15626.73,11167.22,2422.53,786,6125,2.54,2.18,0.12
2019-02-14,5062.52,35876.22,15695.98,11089.79,2431.76,787,6137,2.52,2.22,0.1
2019-02-15,5153.19,35808.95,15838.24,11299.8,2473.72,807,6188,2.53,2.19,0.1
2019-02-18,5168.54,35498.44,15838.24,11299.2,2473.72,806,6275,2.53,2.22,0.11
2019-02-19,5160.52,35352.61,15937.44,11309.21,2479.13,819,6319,2.53,2.23,0.11
2019-02-20,5195.95,35756.26,16031.24,11401.97,2496.19,827,6405,2.53,2.23,0.1
2019-02-21,5196.11,35898.35,16000.86,11423.28,2502.73,823,6380,2.54,2.19,0.13
2019-02-22,5215.85,35871.48,16013.01,11457.7,2510.23,842,6478,2.53,2.18,0.1
2019-02-25,5231.85,36213.38,16057.03,11505.39,2458.63,853,6480,2.54,2.16,0.11
2019-02-26,5238.72,35973.71,16067.91,11540.79,2464.53,861,6493,2.53,2.15,0.12
2019-02-27,5225.35,35905.43,16074.3,11487.33,2495.44,869,6506.5,2.53,2.14,0.15
2019-02-28,5240.53,35867.44,15999.01,11515.64,2493.11,870,6509,2.54,2.16,0.18
2019-03-01,5265.19,36063.81,16068.25,11601.68,2464.06,859,6478,2.54,2.18,0.18
2019-03-04,5286.57,36063.81,16038.13,11592.66,2474.5,837,6409,2.53,2.2,0.16
2019-03-05,5297.52,36442.54,16086.54,11620.74,2482.48,837,6478,2.53,2.17,0.17
2019-03-06,5288.81,36636.1,16092.07,11587.63,2472.91,827,6468,2.53,2.15,0.13
2019-03-07,5267.92,36725.42,16056.51,11517.8,2474.76,814,6423.5,2.52,2.11,0.07
2019-03-08,5231.22,36671.43,15996.21,11457.84,2464.07,818,6395,2.52,2.07,0.07
2019-03-11,5265.96,37054.1,16106.24,11543.48,2474.13,818,6407,2.52,2.08,0.07
2019-03-12,5270.25,37535.66,16136.66,11524.17,2485.48,835,6472,2.51,2.09,0.06
2019-03-13,5306.38,37752.17,16149.97,11572.41,2515.18,843,6472.5,2.52,2.04,0.07
2019-03-14,5349.78,37754.89,16087.55,11587.47,2517.21,824,6404,2.51,2.05,0.09
2019-03-15,5405.32,38024.32,16140.35,11685.69,2521.23,831,6431,2.51,2.07,0.08
2019-03-18,5412.83,38095.07,16251.37,11657.06,2533.64,836,6425,2.51,2.07,0.08
2019-03-19,5425.9,38363.47,16188.1,11788.41,2538.84,852,6459,2.49,2.05,0.1
2019-03-20,5382.66,38386.75,16167.56,11603.89,2563.01,862,6457,2.46,2.05,0.08
2019-03-21,5378.85,38386.75,16244.59,11549.96,2556.87,861,6421,2.47,2,0.04
2019-03-22,5269.92,38164.61,16089.33,11364.17,2532.32,847,6312,2.44,1.98,-0.02
2019-03-25,5260.64,37808.91,16065.86,11346.65,2533.54,858,6340,2.41,1.9,-0.03
2019-03-26,5307.38,38233.41,16155.16,11419.48,2550.14,859,6330,2.42,1.87,-0.02
2019-03-27,5301.24,38132.88,16132.53,11419.04,2536.5,853,6335,2.39,1.76,-0.08
2019-03-28,5296.54,38545.72,16155.49,11428.16,2525.32,839,6360,2.39,1.74,-0.07
2019-03-29,5350.53,38672.91,16102.09,11526.04,2533.23,849,6482.5,2.39,1.81,-0.07
2019-04-01,5405.53,38871.87,16228.06,11681.99,2566.27,849,6471,2.41,1.84,-0.03
2019-04-02,5423.47,39056.65,16263.87,11754.79,2583.89,851,6426.5,2.4,1.85,-0.05
2019-04-03,5468.91,38877.12,16279.86,11954.4,2588.83,869,6492,2.41,1.91,0.01
2019-04-04,5463.8,38684.72,16311.61,11988.01,2591.46,898,6451,2.4,2,-0.01
2019-04-05,5476.2,38862.23,16396.15,12009.75,2609.97,901,6401,2.42,2,0.01
2019-04-08,5471.78,38700.53,16407.29,11963.4,2634.08,909,6475,2.42,1.97,0.01
2019-04-09,5436.42,38939.22,16336.45,11850.57,2622.99,891,6487,2.42,2.01,-0.01
2019-04-10,5449.88,38585.35,16396.29,11905.91,2646.36,902,6464,2.4,2.05,-0.03
2019-04-11,5485.72,38607.01,16399.47,11935.2,2621.94,893,6408,2.41,2.03,-0.01
2019-04-12,5502.7,38767.11,16480.53,11999.93,2637.36,891,6484,2.42,2.02,0.06
2019-04-15,5508.73,38905.84,16515.46,12020.28,2623.9,887,6480,2.42,2.05,0.06
2019-04-16,5528.67,39275.64,16502.2,12101.32,2629.33,881,6495,2.44,2.02,0.07
2019-04-17,5563.09,39275.64,16544.24,12153.07,2623.04,889,6556,2.44,1.98,0.08
2019-04-18,5580.38,39140.28,16612.81,12222.39,2628.96,903,6476,2.43,1.97,0.03
2019-04-19,5580.38,39140.28,16612.81,12222.39,2628.96,903,6476,2.43,1.97,0.03
2019-04-22,5580.38,38645.18,16577.28,12222.39,2661.15,898,6476,2.45,1.97,0.03
2019-04-23,5591.69,38564.88,16669.4,12235.51,2666.79,888,6407,2.43,1.95,0.04
2019-04-24,5576.06,39054.68,16586.52,12313.16,2654.72,884,6448,2.41,1.89,-0.01
2019-04-25,5557.67,38730.86,16576.1,12282.6,2641.73,887,6365,2.42,1.89,-0.01
2019-04-26,5569.36,39067.33,16613.46,12315.18,2598.22,899,6400,2.4,1.9,-0.02
2019-04-29,5580.98,39067.33,16600.37,12328.02,2595.7,895,6396,2.4,1.9,0
2019-04-30,5586.41,39031.55,16580.73,12344.08,2605.41,888,6415,2.37,1.9,0.01
2019-05-01,5586.41,39031.55,16502.75,12344.08,2605.2,866,6235,2.38,1.85,0.01
2019-05-02,5538.86,38981.43,16410.88,12345.42,2569.42,851,6167,2.4,1.88,0.03
2019-05-03,5548.84,38963.26,16494.43,12412.75,2573.13,871,6236,2.39,1.89,0.03
2019-05-06,5483.52,38600.34,16493.46,12286.88,2566.77,875,6236,2.38,1.86,0.01
2019-05-07,5395.75,38276.63,16357.75,12092.74,2541.7,870,6180,2.37,1.86,-0.04
2019-05-08,5417.59,37789.13,16397.4,12179.93,2552.7,861,6148,2.38,1.86,-0.04
2019-05-09,5313.16,37558.91,16321.75,11973.92,2538.4,849,6102,2.36,1.83,-0.05
2019-05-10,5327.44,37462.99,16297.55,12059.83,2542.28,865,6126,2.36,1.82,-0.05
2019-05-13,5262.57,37090.82,16193.41,11876.65,2527.59,853,6011,2.32,1.8,-0.07
2019-05-14,5341.35,37318.53,16284.53,11991.62,2559.39,856,6027,2.32,1.78,-0.07
2019-05-15,5374.26,37114.88,16318.14,12099.57,2575.59,847,6085,2.3,1.8,-0.1
2019-05-16,5448.11,37393.48,16443.86,12310.37,2608.09,834,6100,2.32,1.78,-0.1
2019-05-17,5438.23,37930.77,16401.75,12238.94,2595.69,818,6056,2.32,1.79,-0.1
2019-05-20,5358.59,39352.67,16401.75,12041.29,2599.07,814,6029,2.34,1.81,-0.09
2019-05-21,5385.46,38969.8,16426.46,12143.47,2597.09,816,5996,2.36,1.8,-0.06
2019-05-22,5378.98,39110.21,16327.35,12168.74,2555.95,804,5928,2.36,1.78,-0.09
2019-05-23,5281.37,38811.39,16164.61,11952.41,2477.68,799,5926,2.31,1.77,-0.12
2019-05-24,5316.51,39434.72,16230.04,12011.04,2503.83,806,5955,2.32,1.73,-0.12
2019-05-27,5336.19,39683.29,16346.66,12071.18,2503.83,809,5955,2.32,1.74,-0.14
2019-05-28,5312.69,39749.73,16297.46,12027.05,2533.06,799,5960,2.31,1.75,-0.16
2019-05-29,5222.12,39502.05,16131.47,11837.81,2518.6,793,5883,2.3,1.7,-0.18
2019-05-30,5248.91,39831.97,16089.24,11902.08,2474.04,796,5852,2.29,1.77,-0.18
2019-05-31,5207.63,39714.2,16037.49,11726.84,2391.42,793,5830,2.2,1.71,-0.2
2019-06-03,5241.46,40267.62,16015.89,11792.81,2377.18,822,5842,2.11,1.71,-0.2
2019-06-04,5268.26,40083.54,16166.24,11971.17,2387.29,820,5879,2.12,1.68,-0.21
2019-06-05,5292,40083.54,16212.66,11980.81,2338.22,804,5807,2.04,1.69,-0.23
2019-06-06,5278.43,39529.72,16227.8,11953.14,2363.95,804,5808,2.03,1.67,-0.24
2019-06-07,5364.05,39615.9,16230.96,12045.38,2388.76,807,5799,1.97,1.7,-0.26
2019-06-10,5382.5,39784.52,16216.26,12045.38,2380.39,806,5874,2.02,1.73,-0.22
2019-06-11,5408.45,39950.46,16248.76,12155.81,2390.03,815,5876,2.06,1.73,-0.23
2019-06-12,5374.92,39756.81,16227.24,12115.68,2345.36,810,5852,2.01,1.71,-0.24
2019-06-13,5375.63,39741.36,16239.26,12169.05,2375.77,812,5858,2,1.68,-0.24
2019-06-14,5367.62,39452.07,16301.91,12096.4,2387.34,804,5822,2.01,1.64,-0.26
2019-06-17,5390.95,38960.79,16353.46,12085.82,2373.73,795,5845,2.04,1.64,-0.24
2019-06-18,5509.73,39046.34,16503.35,12331.75,2408.17,804,5949,2.07,1.62,-0.32
2019-06-19,5518.45,39112.74,16511.79,12308.53,2397.07,812,5918,1.93,1.59,-0.29
2019-06-20,5535.57,39601.63,16574.83,12355.39,2465.7,807,5973,1.93,1.51,-0.32
2019-06-21,5528.33,39194.49,16525.43,12339.92,2471.68,809,5971,1.93,1.5,-0.29
2019-06-24,5521.71,39122.96,16523.47,12274.57,2481.81,815,5960,1.92,1.52,-0.31
2019-06-25,5514.57,39434.94,16371.28,12228.44,2492.67,810,6042,1.93,1.52,-0.33
2019-06-26,5500.72,39592.08,16312.22,12245.32,2529.42,816,5988,1.96,1.54,-0.3
2019-06-27,5493.61,39586.41,16307.73,12271.03,2527.69,813,5989,1.94,1.59,-0.32
2019-06-28,5538.97,39394.64,16382.2,12398.8,2497.37,834,5993,1.93,1.57,-0.33
2019-07-01,5567.91,39686.5,16382.2,12521.38,2498.3,832,5954.5,1.93,1.58,-0.36
2019-07-02,5576.82,39816.48,16471.29,12526.72,2434.22,830,5887,1.91,1.56,-0.37
2019-07-03,5618.81,39839.25,16576.2,12616.24,2472.51,839,5918,1.91,1.53,-0.39
2019-07-04,5620.73,39908.06,16588.85,12629.9,2472.51,834,5920,1.91,1.52,-0.4
2019-07-05,5593.72,39513.39,16541.99,12568.53,2480.68,810,5902,1.97,1.51,-0.36
2019-07-08,5589.19,38720.57,16462.95,12543.51,2477.81,817,5892,2,1.54,-0.37
2019-07-09,5572.1,38730.82,16545.21,12436.55,2482.81,812,5822,2.01,1.53,-0.35
2019-07-10,5567.59,38557.04,16563.29,12373.41,2555.01,826,5940,1.93,1.55,-0.31
2019-07-11,5551.95,38823.11,16527.9,12332.12,2553.51,823,5955,1.96,1.53,-0.23
2019-07-12,5572.86,38736.23,16488.12,12323.32,2561.16,831,5935,1.96,1.62,-0.21
2019-07-15,5578.21,38896.71,16510.82,12387.34,2539.79,843,5983,1.96,1.65,-0.25
2019-07-16,5614.38,39131.04,16502.42,12430.97,2493.33,840,6012,1.98,1.6,-0.24
2019-07-17,5571.71,39215.64,16484.21,12341.03,2475.02,844,5980,1.93,1.61,-0.29
2019-07-18,5550.55,38897.46,16494.23,12227.85,2432.2,852,5983,1.88,1.57,-0.31
2019-07-19,5552.34,38337.01,16485.94,12260.07,2451.91,845,6065,1.93,1.57,-0.32
2019-07-22,5567.02,38031.13,16518.88,12289.4,2457.92,848,6017.5,1.94,1.57,-0.35
2019-07-23,5618.16,37982.74,16572.69,12490.74,2475.04,856,5968,1.96,1.55,-0.36
2019-07-24,5605.87,37847.65,16611.84,12522.89,2463.23,877,5999,1.97,1.56,-0.38
2019-07-25,5578.05,37830.98,16488.2,12362.1,2461.83,867,6007,1.99,1.53,-0.36
2019-07-26,5610.05,37882.79,16531.04,12419.9,2457.45,865,5963,1.99,1.51,-0.38
2019-07-29,5601.1,37686.37,16492.17,12417.47,2468.66,880,6018,1.98,1.48,-0.39
2019-07-30,5511.07,37397.24,16466.05,12147.24,2487.27,871,5948,1.98,1.47,-0.4
2019-07-31,5518.9,37481.12,16406.56,12189.04,2492.08,864,5927,1.99,1.44,-0.44
2019-08-01,5557.41,37018.32,16377.04,12253.15,2378.53,854,5899,1.9,1.45,-0.45
2019-08-02,5359,37118.22,16271.66,11872.44,2405.2,844,5729.5,1.84,1.36,-0.5
2019-08-05,5241.55,36699.84,16271.66,11658.51,2371.59,855,5685,1.78,1.3,-0.52
2019-08-06,5234.65,36976.85,16149.49,11567.96,2345.9,852,5683,1.8,1.3,-0.54
2019-08-07,5266.51,36690.5,16265.22,11650.15,2287.88,864,5705,1.77,1.16,-0.58
2019-08-08,5387.96,37327.36,16404.53,11845.41,2329.38,865,5798,1.78,1.1,-0.56
2019-08-09,5327.92,37581.91,16341.34,11693.8,2363.38,860,5755,1.79,1.08,-0.58
2019-08-12,5310.31,37581.91,16237.77,11679.68,2350.07,857,5742,1.76,1.09,-0.59
2019-08-13,5363.07,36958.16,16350.84,11750.13,2400.08,855,5828.5,1.85,1.07,-0.61
2019-08-14,5251.3,37311.53,16045.94,11492.66,2355.9,845,5765,1.78,1.1,-0.65
2019-08-15,5236.93,37311.53,16012.53,11412.67,2335.01,841,5751,1.7,1.01,-0.71
2019-08-16,5300.79,37350.33,16149.79,11562.74,2343.24,849,5744,1.7,1,-0.69
2019-08-19,5371.56,37402.49,16304.05,11715.37,2364.06,851,5774,1.74,1.04,-0.65
2019-08-20,5344.64,37328.01,16213.31,11651.18,2367.28,849,5711,1.72,1.06,-0.69
2019-08-21,5435.48,37060.37,16309.23,11802.85,2368.38,852,5732,1.77,1.06,-0.67
2019-08-22,5388.25,36472.93,16253.46,11747.04,2356.38,858,5683,1.79,1.09,-0.64
2019-08-23,5326.87,36701.16,16037.58,11611.51,2329.15,857,5633,1.72,1.13,-0.68
2019-08-26,5351.02,37494.12,16098.79,11658.04,2324.53,856,5633,1.75,1.04,-0.67
2019-08-27,5387.09,37641.27,16183.59,11730.02,2345.5,866,5683,1.75,1.08,-0.69
2019-08-28,5368.8,37451.84,16271.65,11701.02,2371.32,901,5690,1.73,1.08,-0.71
2019-08-29,5449.97,37068.93,16384.49,11838.88,2390.63,917,5726.5,1.75,1.06,-0.69
2019-08-30,5480.48,37332.79,16442.07,11939.28,2351.95,933,5652,1.76,1.06,-0.7
2019-09-02,5493.04,37332.79,16442.07,11953.78,2351.95,930,5620,1.76,1.04,-0.7
2019-09-03,5466.07,36562.91,16399.23,11910.86,2325.12,958,5610,1.73,1.04,-0.71
2019-09-04,5532.07,36724.74,16448.84,12025.04,2392.04,986,5748,1.68,1.02,-0.67
2019-09-05,5593.37,36644.42,16574.81,12126.78,2395.44,960,5845,1.74,1.06,-0.59
2019-09-06,5603.99,36981.77,16535.33,12191.73,2396.73,951,5833,1.74,1.15,-0.64
2019-09-09,5588.95,37145.45,16495.09,12226.1,2428.65,947,5815,1.76,1.13,-0.59
2019-09-10,5593.21,37145.45,16537.34,12268.71,2433.27,931,5825,1.81,1.19,-0.55
2019-09-11,5618.06,37270.82,16611.14,12359.07,2396.5,944,5772.5,1.78,1.25,-0.56
2019-09-12,5642.86,37104.28,16643.28,12410.25,2391.87,951,5833,1.82,1.29,-0.52
2019-09-13,5655.46,37384.99,16682.42,12468.53,2394.16,948,5974.5,1.87,1.32,-0.45
2019-09-16,5602.23,37123.31,16751.31,12380.31,2583.64,937,5870,1.86,1.33,-0.48
2019-09-17,5615.51,36481.09,16834.75,12372.61,2492.39,941,5821,1.84,1.27,-0.47
2019-09-18,5620.65,36563.88,16800.29,12389.62,2470.96,931,5814,1.85,1.24,-0.51
2019-09-19,5659.08,36093.47,16858.35,12457.7,2480,938,5788,1.88,1.18,-0.51
2019-09-20,5690.78,38014.62,16899.69,12468.01,2473.59,946,5798,1.82,1.15,-0.52
2019-09-23,5630.76,39090.03,16867.2,12342.33,2491.57,959,5778,1.8,1.13,-0.58
2019-09-24,5628.33,39097.14,16798.33,12307.15,2458.66,954,5780,1.78,1.13,-0.6
2019-09-25,5583.8,38593.52,16784.29,12234.18,2440.51,927,5787,1.8,1.11,-0.58
2019-09-26,5620.57,38989.74,16790.4,12288.54,2438.71,931,5722,1.77,1.12,-0.58
2019-09-27,5640.58,38822.57,16694.27,12380.94,2428.2,931,5767,1.75,1.1,-0.57
2019-09-30,5677.79,38667.33,16658.63,12428.08,2393.09,883,5725,1.74,1.09,-0.57
2019-10-01,5597.63,38305.41,16447.66,12263.83,2385.52,877,5686,1.7,1.24,-0.56
2019-10-02,5422.77,38305.41,16310.97,11925.25,2355.22,887,5678,1.66,1.06,-0.55
2019-10-03,5438.77,38106.87,16369.03,11925.25,2356.36,888,5662,1.59,1.02,-0.59
2019-10-04,5488.32,37673.31,16449.35,12012.81,2369.01,880,5643,1.58,0.99,-0.59
2019-10-07,5521.61,37531.98,16424.52,12097.43,2368.71,877,5722,1.64,0.99,-0.58
2019-10-08,5456.62,37531.98,16293.95,11970.2,2371.2,890,5675.5,1.6,1,-0.59
2019-10-09,5499.14,38177.95,16379.88,12094.26,2376.19,892,5684,1.58,1.01,-0.55
2019-10-10,5569.05,37880.4,16422.68,12164.2,2388.7,898,5781,1.62,1.04,-0.47
2019-10-11,5665.48,38127.08,16415.16,12511.65,2432.01,895,5796,1.64,1.16,-0.44
2019-10-14,5643.08,38214.47,16415.16,12486.56,2407.6,893,5818,1.64,1.18,-0.46
2019-10-15,5702.05,38506.09,16418.39,12629.79,2396.56,885,5773,1.63,1.15,-0.42
2019-10-16,5696.9,38598.99,16427.18,12670.11,2408.22,886,5730,1.58,1.18,-0.39
2019-10-17,5673.07,39052.06,16426.3,12654.95,2418.83,887,5739,1.58,1.2,-0.41
2019-10-18,5636.25,39298.38,16377.12,12633.6,2416.62,890,5806,1.57,1.23,-0.38
2019-10-21,5648.35,39298.38,16418.46,12747.96,2400.99,888,5828,1.58,1.27,-0.34
