Dates,HIS(Eq),UKX(Eq),SPX(Eq),INDU(Eq),CL1(Cm),CO1(Cm),XAU(Cm),USGG10YR(B),GCAN10YR(B),USGG6M(B)
1996-02-13,11200.19,3747.6,660.51,5601.23,18.91,17.79,403.6,5.58,6.94,4.87
1996-02-14,11364.46,3745,655.58,5579.55,18.96,17.93,404.4,5.64,7.05,4.89
1996-02-15,11471.81,3779.8,651.32,5551.37,19.04,17.15,404,5.7,7.12,4.91
1996-02-16,11594.99,3770.9,647.98,5503.32,19.16,17.1,404.8,5.78,7.27,4.92
1996-02-19,11594.99,3744.3,647.98,5503.32,19.16,17.22,405.85,5.77,7.38,4.9
1996-02-20,11594.99,3714.6,640.65,5458.52,21.05,17.55,399.4,5.98,7.5,5.07
1996-02-21,11594.99,3725.6,648.1,5515.97,19.71,18.22,402.5,5.97,7.49,5.02
1996-02-22,11338.45,3740,658.86,5608.45,19.85,18.28,399.85,5.9,7.42,4.96
1996-02-23,11390.41,3740.3,659.08,5630.49,19.06,17.55,398.5,5.96,7.45,4.97
1996-02-26,11210.42,3704.2,650.46,5565.1,19.39,17.8,400,6.02,7.51,4.99
1996-02-27,11197.02,3715.9,647.24,5549.2,19.7,17.97,399.5,6.07,7.54,5.03
1996-02-28,11264.65,3738.2,644.75,5506.21,19.29,17.71,400.8,6.09,7.56,5.05
1996-02-29,11125.68,3727.6,640.43,5485.62,19.54,17.76,400.75,6.1,7.53,5.06
1996-03-01,11194.94,3752.7,644.37,5536.56,19.44,17.76,398.9,5.96,7.4,4.96
1996-03-04,11254.05,3768.6,650.81,5600.14,19.2,17.5,393.95,5.9,7.3,4.97
1996-03-05,11454.08,3777.1,655.79,5642.41,19.54,17.92,393.25,5.95,7.38,5
1996-03-06,11378.73,3758.9,652,5629.77,20.19,18.38,393.35,6.05,7.47,5.05
1996-03-07,11194.48,3758.2,653.65,5641.69,19.81,18.39,395.45,6.07,7.5,5.05
1996-03-08,11217.79,3710.3,633.5,5470.45,19.61,18.19,397.1,6.41,7.78,5.18
1996-03-11,10397.45,3674.5,640.02,5581,19.91,18.4,395.55,6.33,7.75,5.18
1996-03-12,10602.45,3639.5,637.09,5583.89,20.46,18.86,396.6,6.36,7.73,5.19
1996-03-13,10249.48,3640.3,638.55,5568.71,20.58,18.92,396.95,6.36,7.72,5.19
1996-03-14,10451.75,3681.8,640.87,5586.06,21.16,19.05,395.5,6.35,7.75,5.15
1996-03-15,10557.58,3644.8,641.43,5584.97,21.99,18.18,396.2,6.45,7.79,5.24
1996-03-18,10601.28,3669.6,652.65,5683.6,23.27,18.85,395.6,6.42,7.77,5.22
1996-03-19,10880.5,3693,651.69,5669.51,24.34,18.61,395.25,6.42,7.75,5.27
1996-03-20,10836.53,3685.4,649.98,5655.42,23.06,18.68,396.05,6.3,7.72,5.22
1996-03-21,11027.96,3698.3,649.19,5626.88,21.05,18.87,398,6.28,7.64,5.21
1996-03-22,11026.73,3707,650.62,5636.63,21.95,19.62,398.35,6.33,7.7,5.22
1996-03-25,11111.76,3681.9,650.04,5643.86,22.4,20.18,398.85,6.24,7.6,5.21
1996-03-26,10984.47,3660.9,652.97,5670.59,22.19,19.94,400.25,6.24,7.55,5.16
1996-03-27,11066.57,3672.4,648.91,5626.88,21.79,19.69,400.25,6.34,7.64,5.19
1996-03-28,11030.58,3672.6,648.94,5630.85,21.41,19.21,396.6,6.4,7.7,5.22
1996-03-29,10957.2,3699.7,645.5,5587.14,21.47,19.41,395.45,6.33,7.63,5.18
1996-04-01,10926.84,3718.4,653.73,5637.72,22.26,19.74,394.9,6.28,7.59,5.19
1996-04-02,11144.64,3728.5,655.26,5671.68,22.7,20.19,393.95,6.22,7.53,5.25
1996-04-03,11139.88,3725.1,655.88,5689.74,22.27,19.98,394.25,6.26,7.56,5.25
1996-04-04,11139.88,3755.6,655.86,5682.88,22.75,20.25,395.05,6.35,7.62,5.24
1996-04-05,11139.88,3755.6,655.86,5682.88,22.75,20.25,393.55,6.55,7.62,5.35
1996-04-08,11139.88,3755.6,644.24,5594.37,23.03,20.25,397.95,6.6,7.81,5.36
1996-04-09,11107.37,3758.6,642.19,5560.4,23.06,20.7,394.5,6.54,7.75,5.29
1996-04-10,11077.55,3767.4,633.5,5485.98,24.21,22.03,395.25,6.66,7.8,5.32
1996-04-11,10892.57,3744.2,631.18,5487.06,25.34,23.06,395.45,6.67,7.85,5.31
1996-04-12,10849.8,3766.8,636.71,5532.59,24.29,21.75,394.55,6.5,7.72,5.27
1996-04-15,10949.57,3790.5,642.49,5592.92,25.06,21.83,393.35,6.46,7.66,5.2
1996-04-16,11032.98,3825.3,645,5620.01,24.47,19.51,391.45,6.48,7.66,5.23
1996-04-17,10962.69,3805.6,641.61,5549.93,24.67,19.12,391.15,6.52,7.76,5.25
1996-04-18,10909.29,3820.7,643.61,5551.73,23.82,18.4,390.45,6.56,7.76,5.26
1996-04-19,10818.49,3857.1,645.07,5535.48,23.95,18.53,390.73,6.52,7.7,5.26
1996-04-22,10909.98,3852.7,647.89,5564.74,24.07,19.03,391.65,6.48,7.64,5.25
1996-04-23,10889.05,3833,651.58,5588.58,22.7,20.23,391.3,6.52,7.67,5.24
1996-04-24,10898.69,3817.6,650.17,5553.9,22.4,19.88,390.75,6.58,7.75,5.25
1996-04-25,10753.38,3819.3,652.87,5566.91,22.2,19.84,393.35,6.53,7.74,5.24
1996-04-26,10732.79,3832.8,653.46,5567.99,22.32,19.8,390.4,6.53,7.68,5.22
1996-04-29,10835.75,3809.2,654.16,5573.41,22.43,19.85,390.55,6.6,7.72,5.26
1996-04-30,10964.53,3817.9,654.17,5569.07,21.2,19.02,391.65,6.67,7.79,5.3
1996-05-01,10907.01,3806,654.58,5575.22,20.81,18.8,393.05,6.67,7.77,5.27
1996-05-02,10929.9,3776.4,643.38,5498.26,20.86,18.79,394.05,6.86,7.86,5.32
1996-05-03,10734.24,3751.6,641.63,5478.03,21.18,19.17,392.45,6.9,7.94,5.34
1996-05-06,10697.54,3751.6,640.81,5464.3,21.04,19.17,393.25,6.84,7.93,5.33
1996-05-07,10702.17,3723,638.26,5420.95,21.11,19.36,393.83,6.86,7.94,5.36
1996-05-08,10617.32,3707.3,644.77,5474.06,21,19.3,393.05,6.74,7.85,5.3
1996-05-09,10573,3728.3,645.44,5475.14,20.68,18.8,392.85,6.85,7.87,5.32
1996-05-10,10597.73,3754.4,652.09,5518.14,21.01,19.05,390.65,6.75,7.8,5.31
1996-05-13,10746,3739.2,661.51,5582.6,21.36,19.33,391.45,6.72,7.83,5.31
1996-05-14,10817.88,3759.7,665.6,5624.7,21.42,19.35,391.85,6.64,7.75,5.32
1996-05-15,10863.83,3776.2,665.42,5625.44,21.48,19.3,392.7,6.64,7.71,5.32
1996-05-16,10833.41,3753.6,664.85,5635.04,20.78,18.69,392.7,6.73,7.75,5.35
1996-05-17,10816.85,3789.6,668.91,5687.5,20.64,17.54,392.55,6.65,7.66,5.35
1996-05-20,10987.59,3778.2,673.15,5748.82,22.48,18.61,390.85,6.65,7.64,5.33
1996-05-21,11088.77,3789.4,672.76,5736.26,22.65,18.42,391.45,6.66,7.63,5.31
1996-05-22,11082.79,3764.2,678.42,5778,21.4,19.06,391.75,6.63,7.56,5.3
1996-05-23,11030.84,3747,676,5762.11,21.23,18.89,391.75,6.68,7.58,5.33
1996-05-24,11019.16,3752.1,678.51,5762.85,21.32,19.1,391,6.65,7.45,5.32
1996-05-27,11081.69,3752.1,678.51,5762.85,21.32,19.1,391,6.65,7.47,5.32
1996-05-28,11107.02,3760.2,672.23,5709.66,21.11,18.94,391.5,6.67,7.56,5.32
1996-05-29,11200.56,3775.7,667.93,5673.83,20.76,18.63,391.25,6.79,7.62,5.36
1996-05-30,11157.07,3746.7,671.7,5693.41,19.94,17.89,391.05,6.79,7.64,5.33
1996-05-31,11264.73,3747.8,669.12,5643.17,19.76,17.8,391,6.85,7.7,5.36
1996-06-03,11059.81,3739.2,667.68,5624.7,19.85,17.92,390.55,6.87,7.68,5.37
1996-06-04,11086.91,3755.2,672.56,5665.71,20.44,18.55,388.25,6.85,7.65,5.41
1996-06-05,11092.51,3753.4,678.44,5697.47,19.72,17.86,386.45,6.8,7.72,5.42
1996-06-06,11225.83,3760.3,673.03,5667.18,20.05,18.04,386.15,6.74,7.67,5.4
1996-06-07,11196.55,3706.8,673.31,5697.1,20.28,18.28,385.3,6.9,7.8,5.52
1996-06-10,11143.24,3728.8,672.16,5687.87,20.25,18.28,385.9,7,7.8,5.53
1996-06-11,10993.55,3755.7,670.97,5668.66,20.1,18.03,384.5,6.99,7.84,5.54
1996-06-12,10958.67,3769.2,669.04,5668.29,20.09,18.06,384.6,7.06,7.92,5.55
1996-06-13,10866.02,3761.7,667.92,5657.95,20.01,18.01,384.6,7,7.9,5.51
1996-06-14,10864.99,3753.6,665.85,5649.45,20.34,17.85,384.9,6.93,7.88,5.49
1996-06-17,10864.99,3761.5,665.16,5652.78,22.14,18.65,384.95,6.9,7.89,5.47
1996-06-18,10952.78,3756.4,662.06,5628.03,21.46,18.2,385.6,6.94,7.89,5.45
1996-06-19,10904.47,3753.2,661.96,5648.34,20.76,18,384.5,6.95,7.97,5.45
1996-06-20,10904.47,3727.5,662.1,5659.42,20.65,18.08,384.5,6.96,7.91,5.47
1996-06-21,10855.29,3722.3,666.84,5705.23,19.92,18.06,385.05,6.95,7.89,5.46
1996-06-24,10959.72,3710.8,668.85,5717.79,19.98,18.1,385.05,6.94,7.82,5.48
1996-06-25,10982.77,3679.5,668.48,5719.27,19.96,18.09,383.95,6.89,7.78,5.44
1996-06-26,11059.92,3695.5,664.39,5682.7,20.65,18.71,383.25,6.89,7.78,5.43
1996-06-27,11002.45,3678.8,668.55,5677.52,21.02,18.87,382.25,6.83,7.74,5.41
1996-06-28,11020.9,3711,670.63,5654.62,20.92,18.91,380.45,6.71,7.7,5.36
1996-07-01,11002.61,3725.6,675.88,5729.98,21.53,19.47,382,6.75,7.72,5.41
1996-07-02,11084.43,3725.7,673.61,5720.37,21.13,19.05,381.85,6.79,7.74,5.47
1996-07-03,11063.28,3714.1,672.4,5703.01,21.21,19.31,382.1,6.77,7.71,5.41
1996-07-04,11181.82,3760.6,672.4,5703.01,21.21,19.52,381,6.77,7.69,5.41
1996-07-05,11177.13,3743.2,657.44,5588.13,21.21,19.74,381.75,7.02,7.88,5.59
1996-07-08,10890.05,3741.5,652.54,5550.82,21.27,19.35,382.15,7.05,7.87,5.58
1996-07-09,10929.63,3752.3,654.75,5581.85,21.41,19.53,382.85,6.99,7.81,5.63
1996-07-10,10911.76,3765.8,656.06,5603.65,21.55,19.64,382.45,6.91,7.8,5.55
1996-07-11,10921.35,3749,645.67,5520.53,21.95,20.04,383.5,6.88,7.75,5.53
1996-07-12,10802.68,3728.3,646.19,5510.56,21.9,20.01,383.75,6.86,7.68,5.56
1996-07-15,10800.13,3698.3,629.8,5349.51,22.48,20.45,383,6.89,7.74,5.54
1996-07-16,10627.98,3632.3,628.37,5358.75,22.38,20.46,385,6.85,7.71,5.49
1996-07-17,10609.1,3658.2,634.07,5376.88,21.8,19.4,383.75,6.84,7.72,5.48
1996-07-18,10711.24,3693.4,643.56,5464.18,21.68,19.43,383.85,6.73,7.63,5.45
1996-07-19,10845.3,3710.5,638.73,5426.82,21,19.22,384.95,6.79,7.66,5.49
1996-07-22,10798.29,3681.3,633.77,5390.94,21.4,19.17,384.85,6.84,7.58,5.52
1996-07-23,10865.31,3708.4,626.87,5346.55,21.01,19.41,384.6,6.81,7.56,5.52
1996-07-24,10699.86,3668.8,626.65,5354.68,20.68,19.07,385.45,6.87,7.58,5.52
1996-07-25,10706.97,3684.7,631.17,5422.01,20.74,19.22,385,6.85,7.58,5.5
1996-07-26,10705.57,3673.3,635.9,5473.05,20.11,18.72,385.25,6.85,7.57,5.51
1996-07-29,10651.8,3678.8,630.91,5434.58,20.28,18.89,384.6,6.94,7.63,5.57
1996-07-30,10585.86,3668.5,635.26,5481.93,20.33,18.77,384.6,6.88,7.61,5.49
1996-07-31,10681.42,3703.2,639.95,5528.91,20.42,18.9,387.05,6.79,7.64,5.46
1996-08-01,10789.87,3734.4,650.02,5594.75,21.04,19.4,385.5,6.64,7.46,5.41
1996-08-02,10961.97,3770.6,662.49,5679.83,21.34,19.59,387.55,6.51,7.25,5.3
1996-08-05,11071.43,3788.3,660.23,5674.28,21.23,19.63,389.15,6.54,7.31,5.29
1996-08-06,11134.6,3788.4,662.38,5696.1,21.13,19.62,388.55,6.54,7.33,5.33
1996-08-07,11127.54,3811.1,664.16,5718.67,21.42,19.76,388.15,6.55,7.34,5.33
1996-08-08,11164.36,3811.4,662.59,5713.49,21.55,19.97,388.55,6.55,7.32,5.35
1996-08-09,11104.03,3810.7,662.1,5681.31,21.57,19.93,387.75,6.48,7.23,5.32
1996-08-12,11181.88,3803.3,665.77,5704.98,22.22,20.66,387.65,6.48,7.24,5.33
1996-08-13,11165.67,3823.4,660.2,5647.28,22.37,20.73,387.8,6.58,7.28,5.31
1996-08-14,11166.77,3830.3,662.05,5666.88,22.12,20.68,386.65,6.57,7.29,5.29
1996-08-15,11158.39,3837.4,662.28,5665.77,21.9,20.57,386.6,6.6,7.32,5.32
1996-08-16,11175.98,3872.9,665.21,5689.45,22.66,20.53,386.4,6.55,7.28,5.31
1996-08-19,11213.48,3863.7,666.58,5699.43,23.26,20.85,387.2,6.58,7.28,5.33
1996-08-20,11312.51,3883.2,665.69,5721.26,22.86,20.47,387.7,6.57,7.24,5.3
1996-08-21,11436.5,3872.1,665.07,5689.82,21.72,20.2,386.85,6.61,7.26,5.28
1996-08-22,11478.77,3891.1,670.68,5733.46,22.3,20.72,387.5,6.62,7.26,5.27
1996-08-23,11424.64,3907.5,667.03,5722.74,21.96,20.41,388.45,6.75,7.3,5.35
1996-08-26,11424.64,3907.5,663.88,5693.88,21.62,20.41,389.45,6.8,7.31,5.36
1996-08-27,11338.93,3905.7,666.4,5711.27,21.56,20.03,388.95,6.77,7.33,5.35
1996-08-28,11379.49,3918.7,664.81,5712.38,21.71,20.27,388.15,6.78,7.35,5.35
1996-08-29,11328.21,3885,657.4,5647.65,22.15,20.75,388.25,6.85,7.39,5.41
1996-08-30,11159.02,3867.6,651.99,5616.2,22.25,20.78,386.5,6.94,7.47,5.48
1996-09-02,11106.57,3884.4,651.99,5616.2,22.25,21.99,387,6.94,7.47,5.48
1996-09-03,10957.18,3855.9,654.72,5648.39,23.4,22.21,386.5,6.88,7.49,5.54
1996-09-04,11076.95,3872.7,655.61,5656.89,23.24,22.11,385.55,6.93,7.51,5.58
1996-09-05,11040.51,3887.2,649.44,5606.96,23.44,22.16,385.75,6.99,7.56,5.6
1996-09-06,11025.59,3893,655.68,5659.85,23.85,22.54,385.25,6.92,7.51,5.57
1996-09-09,11212.6,3910.8,663.76,5733.83,23.73,22.61,383.6,6.88,7.42,5.51
1996-09-10,11223.62,3916.1,663.81,5727.18,24.12,22.88,383.25,6.92,7.42,5.55
1996-09-11,11236.36,3905.6,667.28,5754.92,24.75,23.58,382.85,6.92,7.41,5.52
1996-09-12,11251.72,3932.6,671.15,5771.93,25,23.87,382.7,6.87,7.4,5.47
1996-09-13,11369.04,3967.9,680.54,5838.52,24.51,24.12,382.6,6.72,7.28,5.38
1996-09-16,11567.9,3977.2,683.98,5889.19,23.19,21.6,383.35,6.73,7.28,5.38
1996-09-17,11621.61,3972.3,682.94,5888.82,23.31,21.71,382.95,6.83,7.33,5.48
1996-09-18,11594.03,3955.7,681.47,5877.35,23.89,22.31,383.35,6.82,7.39,5.46
1996-09-19,11586.68,3974.3,683,5867.74,23.54,21.91,382.75,6.85,7.37,5.47
1996-09-20,11592.36,3964.1,687.03,5888.45,23.63,21.99,381.25,6.84,7.35,5.49
1996-09-23,11622.13,3919.7,686.48,5894.74,23.37,22.26,381.55,6.82,7.33,5.51
1996-09-24,11546.7,3910.5,685.61,5874.03,24.07,22.96,382.85,6.75,7.27,5.36
1996-09-25,11603.53,3935.7,685.83,5877.35,24.46,23.2,382.6,6.69,7.17,5.27
1996-09-26,11636.13,3933.2,685.86,5868.85,24.16,22.93,381.35,6.66,7.13,5.25
1996-09-27,11759.39,3946.4,686.19,5872.92,24.6,23.45,380.55,6.68,7.15,5.23
1996-09-30,11902.43,3953.7,687.31,5882.16,24.38,23.21,378.4,6.7,7.14,5.25
1996-10-01,11921.22,3992.2,689.08,5904.9,24.14,23.07,378.75,6.64,7.07,5.35
1996-10-02,11951.88,4015.1,694.01,5933.97,24.05,23.1,379.8,6.59,6.97,5.29
1996-10-03,12014.56,4000,692.78,5932.85,24.81,23.74,380.15,6.59,6.97,5.29
1996-10-04,11905.51,4025,701.46,5992.85,24.73,23.85,380.43,6.48,6.73,5.24
1996-10-07,12133.07,4031.5,703.34,5979.81,25.24,24.49,380.65,6.52,6.77,5.28
1996-10-08,12106.76,4035.6,700.64,5966.76,25.54,24.58,381.4,6.54,6.78,5.3
1996-10-09,12250.57,4009.3,696.74,5930.61,25.07,24.27,381.35,6.55,6.8,5.3
1996-10-10,12242.47,3994.7,694.61,5921.67,24.26,23.59,382.05,6.61,6.8,5.36
1996-10-11,12218.4,4028.1,700.66,5969.37,24.66,23.98,381.3,6.55,6.69,5.3
1996-10-14,12330.35,4038.7,703.54,6010,25.62,24.86,381.75,6.55,6.69,5.3
1996-10-15,12490.7,4050.8,702.57,6004.78,25.42,24.73,381.25,6.55,6.64,5.32
1996-10-16,12396.18,4024.4,704.41,6020.8,25.17,24.83,381.15,6.56,6.62,5.32
1996-10-17,12436.8,4042.1,706.99,6059.19,25.42,24.19,380.6,6.5,6.58,5.28
1996-10-18,12510.05,4053.1,710.82,6094.22,25.79,24.53,380.35,6.5,6.51,5.29
1996-10-21,12510.05,4073.1,709.85,6090.87,25.92,24.64,381.9,6.52,6.46,5.32
1996-10-22,12444.66,4057.2,706.57,6061.8,25.75,24.66,384,6.57,6.4,5.35
1996-10-23,12492.37,4028.4,707.27,6036.46,24.86,24.07,383.85,6.55,6.43,5.32
1996-10-24,12473.56,3999.4,702.29,5992.48,24.51,23.75,383.15,6.57,6.5,5.32
1996-10-25,12388.38,4022.4,700.92,6007.01,24.86,24.22,382.85,6.54,6.59,5.31
1996-10-28,12262.77,4025.3,697.26,5972.73,24.85,24.18,383.25,6.56,6.66,5.33
1996-10-29,12192.17,3993.5,701.5,6007.01,24.34,23.74,380.65,6.38,6.52,5.28
1996-10-30,12405.47,3963.9,700.9,5993.23,24.28,23.57,380.5,6.41,6.45,5.28
1996-10-31,12477.56,3979.1,705.27,6029.38,23.35,22.67,378.05,6.34,6.42,5.27
1996-11-01,12529.27,3948.5,703.77,6021.92,23.03,22.5,378.25,6.38,6.35,5.29
1996-11-04,12559.4,3928.1,706.73,6041.67,22.79,22.28,378.7,6.34,6.33,5.29
1996-11-05,12502.7,3921.1,714.14,6081.18,22.64,22.19,378.75,6.27,6.15,5.27
1996-11-06,12775.47,3935.7,724.59,6177.71,22.69,22.15,378,6.29,6.18,5.27
1996-11-07,12735.26,3900.4,727.65,6206.03,22.74,22.21,379.15,6.22,6.16,5.27
1996-11-08,12751.16,3910.8,730.82,6219.82,23.59,22.98,379.05,6.25,6.15,5.29
1996-11-11,12771.86,3914.4,731.87,6255.6,23.37,23.01,381.5,6.26,6.15,5.29
1996-11-12,12806.31,3934.3,729.56,6266.03,23.35,22.83,382.65,6.19,6.13,5.27
1996-11-13,12943.69,3926.9,731.13,6274.23,24.12,23.89,383.1,6.2,6.18,5.27
1996-11-14,13004.8,3926.1,735.88,6312.99,24.41,23.81,381.4,6.15,6.12,5.26
1996-11-15,12889.37,3958.2,737.62,6348.03,24.17,23.3,379.75,6.18,6.12,5.25
1996-11-18,13042.8,3962.1,737.02,6346.91,23.88,22.87,379.1,6.2,6.14,5.26
1996-11-19,13056.93,3978.1,742.16,6397.59,24.49,23.38,378.15,6.16,6.13,5.26
1996-11-20,13167.16,3962.8,743.95,6430.02,23.76,22.54,378.35,6.13,6.14,5.25
1996-11-21,13099.56,3953.8,742.75,6418.46,23.84,23.13,377.75,6.13,6.11,5.26
1996-11-22,13116.79,4018.7,748.73,6471.76,23.75,23.03,376.35,6.14,6.13,5.26
1996-11-25,13239.39,4054.6,757.03,6547.79,23.49,22.62,374.5,6.13,6.11,5.27
1996-11-26,13485.33,4068.4,755.96,6528.41,23.62,22.74,375.2,6.13,6.08,5.26
1996-11-27,13530.95,4049.2,755,6499.34,23.75,22.72,373.35,6.12,6.08,5.26
1996-11-28,13310.76,4050.2,755,6499.34,23.75,22.6,372.75,6.13,6.06,5.26
1996-11-29,13393.93,4058,757.02,6521.7,23.75,22.77,371.65,6.04,6,5.23
1996-12-02,13517.56,4038.5,756.56,6521.7,24.8,23.62,368.2,6.06,6.05,5.23
1996-12-03,13456.26,4061.5,748.28,6442.69,24.93,23.77,368.9,6.06,6.04,5.2
1996-12-04,13434.24,4045.2,745.1,6422.94,24.8,23.78,370.83,6.1,6.16,5.19
1996-12-05,13491.56,4051.2,744.38,6437.1,25.58,24.63,370.9,6.23,6.48,5.22
1996-12-06,13102.73,3963,739.6,6381.94,25.62,24.54,368.95,6.24,6.47,5.21
1996-12-09,13144.23,4011.6,749.81,6463.93,25.3,24.1,368.2,6.18,6.33,5.18
1996-12-10,13342.46,4035.7,747.54,6473.25,24.42,23.29,368.65,6.22,6.34,5.19
1996-12-11,13189.6,3982.5,740.73,6402.51,23.38,22.15,368.9,6.39,6.52,5.23
1996-12-12,13053.28,3990.7,729.33,6303.71,23.72,22.52,369.6,6.38,6.51,5.19
1996-12-13,12784.07,3972.4,728.64,6304.86,24.47,23.53,368.7,6.31,6.51,5.18
1996-12-16,12937.48,3993.8,720.98,6268.34,25.74,24.1,368.1,6.37,6.65,5.21
1996-12-17,12815.37,3979.6,726.04,6308.32,25.71,23.7,368.55,6.41,6.64,5.27
1996-12-18,12766.02,4018.2,731.54,6346.77,26.16,23.92,369.3,6.46,6.65,5.28
1996-12-19,12846.56,4051.3,745.76,6473.63,26.57,23.98,369,6.33,6.5,5.24
1996-12-20,13131.41,4077.6,748.87,6484.4,25.08,23.46,368.55,6.36,6.42,5.27
1996-12-23,13331.48,4087.2,746.92,6489.01,24.79,23.19,368.85,6.34,6.38,5.29
1996-12-24,13341.61,4092.5,751.03,6522.84,25.1,23.39,368.85,6.34,6.37,5.26
1996-12-25,13341.61,4092.5,751.03,6522.84,25.1,23.39,369.05,6.34,6.37,5.26
1996-12-26,13341.61,4092.5,755.82,6546.68,24.92,23.39,368.85,6.34,6.37,5.26
1996-12-27,13404.14,4091,756.79,6560.9,25.22,23.42,369.6,6.29,6.3,5.27
1996-12-30,13480.75,4115.7,753.85,6549.37,25.37,23.69,370.05,6.3,6.27,5.26
1996-12-31,13451.45,4118.5,740.74,6448.26,25.92,23.81,367.7,6.42,6.41,5.3
1997-01-01,13451.45,4118.5,740.74,6448.26,25.92,23.81,369.65,6.42,6.41,5.3
1997-01-02,13203.44,4057.4,737.01,6442.49,25.69,24.22,365.55,6.51,6.6,5.33
1997-01-03,13222.79,4089.5,748.03,6544.08,25.59,24.12,361,6.5,6.55,5.32
1997-01-06,13443.93,4106.5,747.65,6567.17,26.37,24.56,357.95,6.53,6.57,5.31
1997-01-07,13420.16,4078.8,753.23,6600.65,26.23,24.59,358.85,6.54,6.71,5.29
1997-01-08,13454.93,4087.5,748.41,6549.47,26.62,24.8,355.8,6.59,6.68,5.29
1997-01-09,13198.11,4087,754.85,6625.67,26.37,24.57,357.55,6.5,6.72,5.27
1997-01-10,13191.5,4056.6,759.5,6703.79,26.09,24.34,359.05,6.61,6.76,5.32
1997-01-13,13289.21,4107.3,759.51,6709.18,25.19,23.48,358.6,6.61,6.71,5.31
1997-01-14,13293.87,4168.2,768.86,6762.28,25.11,23.36,354,6.51,6.62,5.28
1997-01-15,13766.65,4158.9,767.2,6726.88,25.95,23.84,352.5,6.52,6.61,5.27
1997-01-16,13830.68,4197.5,769.75,6765.36,25.52,23.59,354.55,6.55,6.65,5.27
1997-01-17,13856.4,4207.7,776.17,6833.09,25.41,22.54,355.55,6.54,6.58,5.27
1997-01-20,13868.24,4194,776.7,6843.87,25.23,22.58,353.45,6.55,6.61,5.27
1997-01-21,13732.79,4195.5,782.72,6883.89,24.8,22.36,352.9,6.51,6.52,5.27
1997-01-22,13692.79,4219.1,786.23,6850.03,24.24,22.48,351,6.56,6.58,5.31
1997-01-23,13610.33,4271.5,777.56,6755.74,24.18,22.42,352,6.59,6.64,5.32
1997-01-24,13379.55,4218.8,770.52,6696.48,24.05,22.26,352.35,6.62,6.72,5.32
1997-01-27,13294.9,4212,765.02,6660.69,23.94,22.05,356.25,6.67,6.74,5.36
1997-01-28,13403.29,4237.4,765.02,6656.07,23.9,22.25,353.25,6.64,6.68,5.31
1997-01-29,13285.43,4207.5,772.5,6740.73,24.47,22.77,351.25,6.62,6.65,5.29
1997-01-30,13288.4,4228.4,784.17,6823.86,24.87,23.18,345.6,6.59,6.63,5.3
1997-01-31,13321.79,4275.8,786.16,6813.08,24.15,22.52,344.35,6.49,6.56,5.28
1997-02-03,13451.07,4257.8,786.73,6806.16,24.15,22.54,346.65,6.45,6.5,5.25
1997-02-04,13548.43,4260.9,789.26,6833.48,24.02,22.43,344.25,6.42,6.46,5.28
1997-02-05,13660.5,4281.5,778.28,6746.89,23.91,22.47,344.45,6.47,6.42,5.27
1997-02-06,13660.5,4265.9,780.15,6773.06,23.1,21.69,342.45,6.47,6.42,5.27
1997-02-07,13660.5,4307.8,789.56,6855.8,22.23,20.95,341.95,6.4,6.37,5.25
1997-02-10,13643.54,4307.7,785.43,6806.54,22.46,21.13,341.05,6.4,6.34,5.26
1997-02-11,13454.21,4304.3,789.59,6858.11,22.42,21.14,339.85,6.41,6.33,5.27
1997-02-12,13462.61,4304.3,802.77,6961.63,21.86,20.52,342.85,6.41,6.33,5.24
1997-02-13,13239.95,4327.1,811.82,7022.43,22.02,20.49,341,6.31,6.22,5.19
1997-02-14,13113.26,4341,808.48,6988.95,22.41,20.49,345.2,6.27,6.13,5.15
1997-02-17,13144.62,4337.8,808.48,6988.95,22.41,20.34,344.25,6.27,6.14,5.15
1997-02-18,13102.94,4332.3,816.29,7067.46,22.52,20.39,345.65,6.27,6.21,5.18
1997-02-19,13106.32,4357.4,812.49,7020.12,22.79,20.63,345.25,6.31,6.2,5.23
1997-02-20,13411.33,4356.1,802.8,6927.38,21.98,20.08,350.75,6.39,6.24,5.22
1997-02-21,13444.85,4336.8,801.77,6931.61,21.39,19.79,352.25,6.37,6.26,5.21
1997-02-24,13375.69,4331.1,810.28,7008.19,20.71,19.12,353.45,6.39,6.24,5.22
1997-02-25,13520.26,4344.7,812.1,7038.21,21,19.45,354.25,6.39,6.28,5.19
1997-02-26,13541.83,4329.3,805.68,6983.18,21.11,19.58,354.25,6.53,6.42,5.29
1997-02-27,13546.6,4339.2,795.07,6925.07,20.89,19.35,359.15,6.55,6.42,5.33
1997-02-28,13398.72,4308.3,790.82,6877.73,20.3,18.85,363.45,6.55,6.41,5.37
1997-03-03,13507.28,4307.1,795.31,6918.91,20.25,18.92,361.8,6.57,6.4,5.37
1997-03-04,13450.08,4357.7,790.95,6852.72,20.66,19.5,358.95,6.6,6.45,5.41
1997-03-05,13410.76,4360.1,801.99,6945.85,20.49,19.4,352.95,6.57,6.44,5.39
1997-03-06,13416.36,4399.3,798.56,6944.7,20.94,19.7,352.15,6.63,6.47,5.42
1997-03-07,13337.35,4420.3,804.97,7000.88,21.28,19.86,348.7,6.54,6.4,5.39
1997-03-10,13268.76,4437.4,813.65,7079.39,20.49,19.28,351.5,6.54,6.45,5.38
